ID,name,amount,book_ID,createdAt,createdBy,modifiedAt,modifiedBy
12398616-edb3-4ec6-9769-764def6b84f0,name-1239861,15,16068822-e2fc-4349-a57c-39f9243b9079,2003-05-18T22:00:00.000Z,createdBy.qkol@example.com,2021-12-25T22:00:00.000Z,modifiedBy.qkol@example.com
12398620-d749-49af-8901-69887839a23d,name-1239862,2,16068822-e2fc-4349-a57c-39f9243b9079,2020-12-28T22:00:00.000Z,createdBy.qkom@example.org,2007-05-11T22:00:00.000Z,modifiedBy.qkom@example.net
12398633-280c-489e-a7cf-a6e777138a01,name-1239863,48,16068822-e2fc-4349-a57c-39f9243b9079,2009-10-13T22:00:00.000Z,createdBy.qkon@example.net,2007-01-20T22:00:00.000Z,modifiedBy.qkon@example.org
1239864d-3387-496c-a11e-4cab69bee314,name-1239864,91,16068822-e2fc-4349-a57c-39f9243b9079,2001-07-16T22:00:00.000Z,createdBy.qkoo@example.org,2023-01-18T22:00:00.000Z,modifiedBy.qkoo@example.org
1239865c-c7dd-4edf-8f4c-f17d659b8912,name-1239865,5,16068822-e2fc-4349-a57c-39f9243b9079,2009-12-02T22:00:00.000Z,createdBy.qkop@example.net,2007-08-24T22:00:00.000Z,modifiedBy.qkop@example.com
1239866a-d948-48d5-9ea8-7e2353c01383,name-1239866,7,16068822-e2fc-4349-a57c-39f9243b9079,2018-09-28T22:00:00.000Z,createdBy.qkoq@example.com,2011-05-13T22:00:00.000Z,modifiedBy.qkoq@example.net
1239867a-c427-43f7-ad7d-d6dad6a82438,name-1239867,92,16068822-e2fc-4349-a57c-39f9243b9079,2022-12-26T22:00:00.000Z,createdBy.qkor@example.net,2002-04-29T22:00:00.000Z,modifiedBy.qkor@example.org
1239868b-3b19-47d7-85d4-1ab36dd95c7f,name-1239868,13,16068822-e2fc-4349-a57c-39f9243b9079,2021-08-06T22:00:00.000Z,createdBy.qkos@example.org,2022-04-26T22:00:00.000Z,modifiedBy.qkos@example.org
12398698-a057-4f30-be10-e5a31ddcfad8,name-1239869,90,16068822-e2fc-4349-a57c-39f9243b9079,2010-02-14T22:00:00.000Z,createdBy.qkot@example.org,2016-05-19T22:00:00.000Z,modifiedBy.qkot@example.com
12398705-042b-4a2f-9156-5bc06938a187,name-1239870,92,16068822-e2fc-4349-a57c-39f9243b9079,2009-11-09T22:00:00.000Z,createdBy.qkou@example.com,2011-04-28T22:00:00.000Z,modifiedBy.qkou@example.net
12398714-2059-40ea-a26f-cb9be64308af,name-1239871,70,16068822-e2fc-4349-a57c-39f9243b9079,2010-05-24T22:00:00.000Z,createdBy.qkov@example.com,2009-11-09T22:00:00.000Z,modifiedBy.qkov@example.org
12398724-d0da-4fdd-b39c-6821bb48c148,name-1239872,84,16068822-e2fc-4349-a57c-39f9243b9079,2016-10-27T22:00:00.000Z,createdBy.qkow@example.org,2001-02-01T22:00:00.000Z,modifiedBy.qkow@example.net
12398739-2a3f-4bb9-a7cf-a5ead7fafde8,name-1239873,77,16068822-e2fc-4349-a57c-39f9243b9079,2023-09-28T22:00:00.000Z,createdBy.qkox@example.net,2005-10-03T22:00:00.000Z,modifiedBy.qkox@example.org
12398741-84de-4e11-85b1-c8d754943311,name-1239874,90,16068822-e2fc-4349-a57c-39f9243b9079,2010-02-01T22:00:00.000Z,createdBy.qkoy@example.net,2018-04-06T22:00:00.000Z,modifiedBy.qkoy@example.com
1239875d-f5b5-4698-9979-7a6497642f97,name-1239875,76,16068822-e2fc-4349-a57c-39f9243b9079,2001-10-13T22:00:00.000Z,createdBy.qkoz@example.net,2009-09-07T22:00:00.000Z,modifiedBy.qkoz@example.org
12398767-e2a2-4c39-9528-142e70737e41,name-1239876,47,16068822-e2fc-4349-a57c-39f9243b9079,2020-04-15T22:00:00.000Z,createdBy.qkp0@example.com,2013-01-24T22:00:00.000Z,modifiedBy.qkp0@example.org
1239877c-d66d-4cb1-9ac6-cf917947700d,name-1239877,15,16068822-e2fc-4349-a57c-39f9243b9079,2008-02-06T22:00:00.000Z,createdBy.qkp1@example.net,2010-02-01T22:00:00.000Z,modifiedBy.qkp1@example.com
1239878a-847f-4f05-b236-c83c68c99018,name-1239878,12,16068822-e2fc-4349-a57c-39f9243b9079,2005-02-01T22:00:00.000Z,createdBy.qkp2@example.org,2021-03-22T22:00:00.000Z,modifiedBy.qkp2@example.com
1239879d-1b95-44df-9efe-46635f43f646,name-1239879,28,16068822-e2fc-4349-a57c-39f9243b9079,2008-07-08T22:00:00.000Z,createdBy.qkp3@example.org,2011-11-12T22:00:00.000Z,modifiedBy.qkp3@example.com
1239880c-a2e0-4c56-aa34-aa266fb0fffb,name-1239880,100,16068822-e2fc-4349-a57c-39f9243b9079,2006-05-24T22:00:00.000Z,createdBy.qkp4@example.com,2007-01-19T22:00:00.000Z,modifiedBy.qkp4@example.com
12398810-c9ec-4faf-a2c4-b9a359cfa578,name-1239881,80,16068822-e2fc-4349-a57c-39f9243b9079,2008-04-07T22:00:00.000Z,createdBy.qkp5@example.org,2021-02-25T22:00:00.000Z,modifiedBy.qkp5@example.org
12398828-3bee-49b5-b94f-a7869cb05e45,name-1239882,1,16068822-e2fc-4349-a57c-39f9243b9079,2012-07-30T22:00:00.000Z,createdBy.qkp6@example.net,2010-03-07T22:00:00.000Z,modifiedBy.qkp6@example.org
12398839-fcbd-4f60-a5f8-bcd2aee6a5b1,name-1239883,80,16068822-e2fc-4349-a57c-39f9243b9079,2009-07-07T22:00:00.000Z,createdBy.qkp7@example.net,2016-04-07T22:00:00.000Z,modifiedBy.qkp7@example.com
1239884b-38b9-4102-8757-9113329cac11,name-1239884,64,16068822-e2fc-4349-a57c-39f9243b9079,2007-01-05T22:00:00.000Z,createdBy.qkp8@example.com,2005-12-23T22:00:00.000Z,modifiedBy.qkp8@example.net
1239885b-855f-40db-97c0-74db19375c83,name-1239885,74,16068822-e2fc-4349-a57c-39f9243b9079,2008-10-27T22:00:00.000Z,createdBy.qkp9@example.net,2012-02-29T22:00:00.000Z,modifiedBy.qkp9@example.com
12398865-32c3-4c86-811d-206922ce23f6,name-1239886,10,16068822-e2fc-4349-a57c-39f9243b9079,2001-03-18T22:00:00.000Z,createdBy.qkpa@example.org,2007-10-28T22:00:00.000Z,modifiedBy.qkpa@example.net
1239887e-1b5f-4311-be3c-c819070c4f1c,name-1239887,35,16068822-e2fc-4349-a57c-39f9243b9079,2015-09-08T22:00:00.000Z,createdBy.qkpb@example.org,2013-06-03T22:00:00.000Z,modifiedBy.qkpb@example.org
1239888a-29dc-4ad0-af62-7dc4a09eb774,name-1239888,34,16068822-e2fc-4349-a57c-39f9243b9079,2019-08-15T22:00:00.000Z,createdBy.qkpc@example.org,2007-07-22T22:00:00.000Z,modifiedBy.qkpc@example.net
1239889d-4a64-42aa-b238-3068bef3ea87,name-1239889,9,16068822-e2fc-4349-a57c-39f9243b9079,2004-07-31T22:00:00.000Z,createdBy.qkpd@example.org,2015-06-06T22:00:00.000Z,modifiedBy.qkpd@example.org
1239890b-5437-4142-8038-f94edd5add76,name-1239890,88,16068822-e2fc-4349-a57c-39f9243b9079,2003-10-20T22:00:00.000Z,createdBy.qkpe@example.net,2019-03-29T22:00:00.000Z,modifiedBy.qkpe@example.com
